match_id,code_a,code_b,embedding_similarity,confidence_score,verdict,safety_flags,is_ground_truth_match,explanation
MATCH-IOCL-FLA-1182-IOCL-FLA-1222,IOCL-FLA-1182,IOCL-FLA-1222,0.4515,0.0903,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'A105' vs 'F304'; Dimension variance exceeds safety threshold: 50.8mm vs 101.6mm; Pressure rating conflict: 'CLASS 300' vs 'CLASS 150'; Different governing standards: 'ASTM A105' vs 'ASTM A182'. Semantic text similarity was 45.1%, but technical specifications strictly prohibit merging."
MATCH-IOCL-FLA-1182-BPCL-FLA-1180,IOCL-FLA-1182,BPCL-FLA-1180,0.4415,0.8508,likely_duplicate,,True,Likely duplicate (85.1% confidence). Material type matches (FLANGE); Dimension matches (50.8 mm); Grade matches (A105); Sub-type matches (WNRF); Pressure class matches (CLASS 300); Standard matches (ASTM A105).
MATCH-BPCL-FLA-1225-GAIL-FLA-1228,BPCL-FLA-1225,GAIL-FLA-1228,0.8142,0.1628,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 50.0mm vs 101.6mm. Semantic text similarity was 81.4%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1218,BPCL-FLA-1225,BPCL-FLA-1218,0.7757,0.1551,not_duplicate,GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'F304'. Semantic text similarity was 77.6%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1221,BPCL-FLA-1225,BPCL-FLA-1221,0.6998,0.14,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'F304'; Dimension variance exceeds safety threshold: 50.0mm vs 100.0mm. Semantic text similarity was 70.0%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1180,BPCL-FLA-1225,BPCL-FLA-1180,0.5483,0.1097,not_duplicate,GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 300'; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 54.8%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-GAIL-FLA-1224,BPCL-FLA-1225,GAIL-FLA-1224,0.5325,0.8751,likely_duplicate,,True,Likely duplicate (87.5% confidence). Material type matches (FLANGE); Dimension matches (50.0 mm); Grade matches (F316); Sub-type matches (WNRF); Pressure class matches (CLASS 150); Standard matches (ASTM A182).
MATCH-BPCL-FLA-1225-GAIL-FLA-1188,BPCL-FLA-1225,GAIL-FLA-1188,0.4868,0.0974,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Dimension variance exceeds safety threshold: 50.0mm vs 101.6mm; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 48.7%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-GAIL-FLA-1185,BPCL-FLA-1225,GAIL-FLA-1185,0.4799,0.096,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Dimension variance exceeds safety threshold: 50.0mm vs 76.2mm; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 48.0%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1174,BPCL-FLA-1225,BPCL-FLA-1174,0.4623,0.0925,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Dimension variance exceeds safety threshold: 50.0mm vs 25.0mm; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 46.2%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1227,BPCL-FLA-1225,BPCL-FLA-1227,0.4434,0.0887,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 50.0mm vs 100.0mm. Semantic text similarity was 44.3%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1448,BPCL-FLA-1225,BPCL-FLA-1448,0.4412,0.0882,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Dimension variance exceeds safety threshold: 50.0mm vs 65.0mm; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 44.1%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1195,BPCL-FLA-1225,BPCL-FLA-1195,0.4363,0.0873,not_duplicate,DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Dimension variance exceeds safety threshold: 50.0mm vs 150.0mm; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 43.6%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-GAIL-FLA-1181,BPCL-FLA-1225,GAIL-FLA-1181,0.4218,0.0844,not_duplicate,GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 300'; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 42.2%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-BPCL-FLA-1235,BPCL-FLA-1225,BPCL-FLA-1235,0.4186,0.0837,not_duplicate,SUBTYPE_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'WNRF' vs 'SWRF'; Grade/metallurgy mismatch: 'F316' vs 'A105'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 300'; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 41.9%, but technical specifications strictly prohibit merging."
MATCH-BPCL-FLA-1225-IOCL-FLA-1432,BPCL-FLA-1225,IOCL-FLA-1432,0.4109,0.0822,not_duplicate,GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Grade/metallurgy mismatch: 'F316' vs 'A105'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 600'; Different governing standards: 'ASTM A182' vs 'ASTM A105'. Semantic text similarity was 41.1%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-GAIL-GAS-1271,IOCL-GAS-1275,GAIL-GAS-1271,0.9283,0.1857,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm. Semantic text similarity was 92.8%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-IOCL-GAS-1278,IOCL-GAS-1275,IOCL-GAS-1278,0.8371,0.1674,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 152.4mm. Semantic text similarity was 83.7%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-IOCL-GAS-1270,IOCL-GAS-1275,IOCL-GAS-1270,0.7454,0.1491,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm. Semantic text similarity was 74.5%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-BPCL-GAS-1274,IOCL-GAS-1275,BPCL-GAS-1274,0.7072,0.9218,likely_duplicate,,True,Likely duplicate (92.2% confidence). Material type matches (GASKET); Dimension matches (101.6 mm); Grade matches (NON-ASBESTOS); Sub-type matches (CNAF); Pressure class matches (CLASS 150); Standard matches (BS 7531).
MATCH-IOCL-GAS-1275-GAIL-GAS-1276,IOCL-GAS-1275,GAIL-GAS-1276,0.7063,0.1413,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 152.4mm. Semantic text similarity was 70.6%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-BPCL-GAS-1277,IOCL-GAS-1275,BPCL-GAS-1277,0.6782,0.1356,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 150.0mm. Semantic text similarity was 67.8%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-ONGC-GAS-1269,IOCL-GAS-1275,ONGC-GAS-1269,0.603,0.1206,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.8mm. Semantic text similarity was 60.3%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-ONGC-GAS-1273,IOCL-GAS-1275,ONGC-GAS-1273,0.6023,0.8937,likely_duplicate,,True,Likely duplicate (89.4% confidence). Material type matches (GASKET); Dimension matches (101.6 mm); Grade matches (NON-ASBESTOS); Sub-type matches (CNAF); Pressure class matches (CLASS 150); Standard matches (BS 7531).
MATCH-IOCL-GAS-1275-BPCL-GAS-1272,IOCL-GAS-1275,BPCL-GAS-1272,0.591,0.1182,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm. Semantic text similarity was 59.1%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-GAIL-VAL-1104,IOCL-GAS-1275,GAIL-VAL-1104,0.2018,0.0404,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'GASKET' vs 'VALVE'; Incompatible sub-types: 'CNAF' vs 'GATE'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs 'A216 WCB'; Dimension variance exceeds safety threshold: 101.6mm vs 150.0mm; Different governing standards: 'BS 7531' vs 'ASTM A216'. Semantic text similarity was 20.2%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-GAIL-FLA-1175,IOCL-GAS-1275,GAIL-FLA-1175,0.1943,0.0389,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'GASKET' vs 'FLANGE'; Incompatible sub-types: 'CNAF' vs 'WNRF'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs 'A105'; Dimension variance exceeds safety threshold: 101.6mm vs 25.0mm; Different governing standards: 'BS 7531' vs 'ASTM A105'. Semantic text similarity was 19.4%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-GAIL-GAS-1264,IOCL-GAS-1275,GAIL-GAS-1264,0.1875,0.0375,not_duplicate,SUBTYPE_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'CNAF' vs 'SWG'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs '316'; Different governing standards: 'BS 7531' vs 'ASME B16.20'. Semantic text similarity was 18.7%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-GAIL-GAS-1284,IOCL-GAS-1275,GAIL-GAS-1284,0.1824,0.0365,not_duplicate,SUBTYPE_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'CNAF' vs 'RTJ'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs '316'; Pressure rating conflict: 'CLASS 150' vs 'CLASS 600'; Different governing standards: 'BS 7531' vs 'ASME B16.20'. Semantic text similarity was 18.2%, but technical specifications strictly prohibit merging."
MATCH-IOCL-GAS-1275-GAIL-PIP-1085,IOCL-GAS-1275,GAIL-PIP-1085,0.161,0.0322,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'GASKET' vs 'PIPE'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs 'GR B'; Dimension variance exceeds safety threshold: 101.6mm vs 400.0mm. Semantic text similarity was 16.1%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-GAIL-FIT-1387,GAIL-FIT-1390,GAIL-FIT-1387,0.6767,0.1353,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 150.0mm vs 100.0mm. Semantic text similarity was 67.7%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-BPCL-FIT-1386,GAIL-FIT-1390,BPCL-FIT-1386,0.574,0.1148,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 150.0mm vs 100.0mm. Semantic text similarity was 57.4%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-BPCL-FIT-1389,GAIL-FIT-1390,BPCL-FIT-1389,0.532,0.875,likely_duplicate,,True,Likely duplicate (87.5% confidence). Material type matches (FITTING); Dimension matches (150.0 mm); Grade matches (WPB); Sub-type matches (REDUCER); Schedule matches (SCH40); Standard matches (ASTM A234).
MATCH-GAIL-FIT-1390-ONGC-FIT-1385,GAIL-FIT-1390,ONGC-FIT-1385,0.5018,0.1004,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 150.0mm vs 101.6mm. Semantic text similarity was 50.2%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-ONGC-FIT-1388,GAIL-FIT-1390,ONGC-FIT-1388,0.4978,0.8658,likely_duplicate,,True,Likely duplicate (86.6% confidence). Material type matches (FITTING); Dimension matches (150.0 mm); Grade matches (WPB); Sub-type matches (REDUCER); Schedule matches (SCH40); Standard matches (ASTM A234).
MATCH-GAIL-FIT-1390-GAIL-PIP-1028,GAIL-FIT-1390,GAIL-PIP-1028,0.406,0.0812,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'FITTING' vs 'PIPE'; Grade/metallurgy mismatch: 'WPB' vs 'GR B'; Dimension variance exceeds safety threshold: 150.0mm vs 200.0mm; Different governing standards: 'ASTM A234' vs 'ASTM A106'. Semantic text similarity was 40.6%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-GAIL-FLA-1209,GAIL-FIT-1390,GAIL-FLA-1209,0.3859,0.0772,not_duplicate,TYPE_MISMATCH;SUBTYPE_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'FITTING' vs 'FLANGE'; Incompatible sub-types: 'REDUCER' vs 'BLRF'; Grade/metallurgy mismatch: 'WPB' vs 'A105'; Different governing standards: 'ASTM A234' vs 'ASTM A105'. Semantic text similarity was 38.6%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-GAIL-FIT-1411,GAIL-FIT-1390,GAIL-FIT-1411,0.3651,0.073,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'REDUCER' vs 'ELBOW'; Dimension variance exceeds safety threshold: 150.0mm vs 200.0mm. Semantic text similarity was 36.5%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-GAIL-FIT-1363,GAIL-FIT-1390,GAIL-FIT-1363,0.3311,0.0662,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'REDUCER' vs 'ELBOW'; Dimension variance exceeds safety threshold: 150.0mm vs 50.0mm. Semantic text similarity was 33.1%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-IOCL-FIT-1367,GAIL-FIT-1390,IOCL-FIT-1367,0.2798,0.056,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'REDUCER' vs 'ELBOW'; Dimension variance exceeds safety threshold: 150.0mm vs 76.2mm. Semantic text similarity was 28.0%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-GAIL-PIP-1075,GAIL-FIT-1390,GAIL-PIP-1075,0.2603,0.0521,not_duplicate,TYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible material types: 'FITTING' vs 'PIPE'; Grade/metallurgy mismatch: 'WPB' vs 'HEAVY'; Dimension variance exceeds safety threshold: 150.0mm vs 25.4mm; Different governing standards: 'ASTM A234' vs 'IS 1239'. Semantic text similarity was 26.0%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-GAIL-FIT-1382,GAIL-FIT-1390,GAIL-FIT-1382,0.2562,0.0512,not_duplicate,SUBTYPE_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'REDUCER' vs 'TEE'. Semantic text similarity was 25.6%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-IOCL-FIT-1410,GAIL-FIT-1390,IOCL-FIT-1410,0.2361,0.0472,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'REDUCER' vs 'ELBOW'; Dimension variance exceeds safety threshold: 150.0mm vs 203.2mm. Semantic text similarity was 23.6%, but technical specifications strictly prohibit merging."
MATCH-GAIL-FIT-1390-BPCL-FIT-1377,GAIL-FIT-1390,BPCL-FIT-1377,0.2279,0.0456,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'REDUCER' vs 'TEE'; Dimension variance exceeds safety threshold: 150.0mm vs 50.0mm. Semantic text similarity was 22.8%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-ONGC-GAS-1269,ONGC-GAS-1273,ONGC-GAS-1269,0.9865,0.1973,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.8mm. Semantic text similarity was 98.6%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-IOCL-GAS-1270,ONGC-GAS-1273,IOCL-GAS-1270,0.6188,0.1238,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm. Semantic text similarity was 61.9%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-GAIL-GAS-1276,ONGC-GAS-1273,GAIL-GAS-1276,0.6026,0.1205,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 152.4mm. Semantic text similarity was 60.3%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-BPCL-GAS-1274,ONGC-GAS-1273,BPCL-GAS-1274,0.5843,0.8889,likely_duplicate,,True,Likely duplicate (88.9% confidence). Material type matches (GASKET); Dimension matches (101.6 mm); Grade matches (NON-ASBESTOS); Sub-type matches (CNAF); Pressure class matches (CLASS 150); Standard matches (BS 7531).
MATCH-ONGC-GAS-1273-BPCL-GAS-1272,ONGC-GAS-1273,BPCL-GAS-1272,0.5573,0.1115,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm. Semantic text similarity was 55.7%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-BPCL-GAS-1277,ONGC-GAS-1273,BPCL-GAS-1277,0.5561,0.1112,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 150.0mm. Semantic text similarity was 55.6%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-GAIL-GAS-1271,ONGC-GAS-1273,GAIL-GAS-1271,0.5414,0.1083,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 50.0mm. Semantic text similarity was 54.1%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-IOCL-GAS-1278,ONGC-GAS-1273,IOCL-GAS-1278,0.4846,0.0969,not_duplicate,DIMENSION_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Dimension variance exceeds safety threshold: 101.6mm vs 152.4mm. Semantic text similarity was 48.5%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-ONGC-GAS-1263,ONGC-GAS-1273,ONGC-GAS-1263,0.2525,0.0505,not_duplicate,SUBTYPE_MISMATCH;GRADE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'CNAF' vs 'SWG'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs '316'; Different governing standards: 'BS 7531' vs 'ASME B16.20'. Semantic text similarity was 25.2%, but technical specifications strictly prohibit merging."
MATCH-ONGC-GAS-1273-ONGC-GAS-1437,ONGC-GAS-1273,ONGC-GAS-1437,0.2339,0.0468,not_duplicate,SUBTYPE_MISMATCH;DIMENSION_MISMATCH;GRADE_MISMATCH;PRESSURE_MISMATCH;STANDARD_MISMATCH,False,"Not duplicate. Safety Gate Triggered: Incompatible sub-types: 'CNAF' vs 'SWG'; Grade/metallurgy mismatch: 'NON-ASBESTOS' vs '304'; Dimension variance exceeds safety threshold: 101.6mm vs 50.8mm; Pressure rating conflict: 'CLASS 150' vs 'CLASS 600'; Different governing standards: 'BS 7531' vs 'ASME B16.20'. Semantic text similarity was 23.4%, but technical specifications strictly prohibit merging."
